881452,Спартак,3,1,1,0,0,5,4,41,25,8,10,38,38,67.40,66.59,17:51,16:37,Динамо Мн,2
881451,Витязь,1,1,1,0,0,3,1,16,33,4,8,23,31,70.08,69.93,13:51,15:31,ЦСКА,2
881450,Локомотив,3,0,0,0,0,3,3,34,18,8,8,27,26,65.25,69.17,16:47,17:55,СКА,1
881449,Трактор,1,1,0,0,0,4,3,41,25,8,8,24,26,70.51,72.04,19:56,18:6,Сибирь,2
881448,Салават Юлаев,1,1,1,0,0,2,3,35,29,6,4,37,27,72.96,77.81,16:35,21:14,Торпедо,1
881447,Барыс,3,1,0,0,0,5,7,33,23,14,10,26,22,61.59,63.47,13:48,19:57,Адмирал,1
881446,Авангард,4,1,0,0,0,2,1,26,32,2,4,38,15,73.53,70.72,19:59,11:45,Амур,1
881455,Куньлунь РС,3,2,1,0,0,3,3,38,26,6,6,21,39,66.81,67.87,15:2,21:45,Северсталь,5
881454,Автомобилист,1,0,0,0,0,3,1,34,23,12,16,25,33,74.60,74.39,19:3,19:44,Ак Барс,1
881462,Динамо М,3,1,1,0,0,1,2,32,26,4,2,30,29,71.36,72.01,17:24,18:15,Сибирь,3
881461,Витязь,0,0,4,0,0,2,8,34,50,16,6,28,47,62.69,64.49,13:17,20:56,СКА,5
881460,Локомотив,3,1,0,0,0,6,5,40,21,10,12,21,27,69.00,70.96,17:11,17:47,Динамо Мн,2
881459,Салават Юлаев,4,2,0,0,0,6,4,39,30,8,12,26,29,66.84,67.54,19:42,17:17,Нефтехимик,0
881458,Металлург Мг,2,1,0,0,0,6,3,34,19,6,12,36,31,70.49,72.39,17:42,17:21,Торпедо,1
881457,Барыс,5,0,0,0,1,2,2,31,29,6,6,28,21,69.25,69.89,14:33,18:28,Амур,1
881456,Авангард,3,1,1,0,0,5,3,34,27,6,10,23,29,74.03,71.45,21:44,17:16,Адмирал,3
881465,ХК Сочи,1,0,0,0,0,1,3,30,26,6,2,25,17,67.38,67.58,14:20,16:57,Северсталь,2
881464,Куньлунь РС,3,0,0,0,0,2,2,25,28,8,8,17,37,68.74,72.45,14:38,21:24,Спартак,0
881463,Трактор,5,2,1,0,0,6,2,34,31,4,14,51,20,66.14,66.06,20:0,16:42,Ак Барс,2
881470,Динамо М,1,0,1,0,0,6,5,30,30,12,14,25,26,65.17,64.40,17:52,14:37,ЦСКА,3
881469,Нефтехимик,3,1,1,0,0,6,5,32,32,10,12,45,19,65.56,62.83,19:12,15:50,Сибирь,2
881468,Металлург Мг,7,0,1,1,1,5,2,32,24,4,10,34,38,68.77,70.75,17:38,18:36,Авангард,4
881467,Автомобилист,4,1,1,0,0,3,3,34,25,6,6,36,28,67.31,68.83,18:27,17:37,Амур,2
881466,Барыс,4,1,1,0,0,3,3,25,26,6,6,22,35,Торпедо,1,,,,
881474,Динамо Мн,5,0,0,0,1,6,7,34,29,14,12,28,27,66.01,65.82,19:39,15:29,ХК Сочи,3
881473,Спартак,2,1,0,0,1,2,2,35,19,4,4,42,25,71.73,69.08,19:1,15:49,Салават Юлаев,5
881472,Северсталь,3,0,0,0,0,1,3,27,31,6,2,21,33,70.70,69.67,18:39,19:1,Локомотив,4
881471,Адмирал,2,0,1,0,0,1,7,37,30,14,2,41,35,64.72,67.66,18:24,18:58,Витязь,2
881478,ЦСКА,5,3,1,0,0,7,4,37,31,10,16,43,24,68.12,64.73,20:21,14:46,Куньлунь РС,1
881477,СКА,3,1,0,0,0,2,1,25,35,4,6,36,31,67.75,64.65,18:17,14:44,Автомобилист,1
881476,Ак Барс,3,0,1,0,0,3,2,33,29,10,12,37,27,71.13,70.27,21:29,15:19,Металлург Мг,2
881475,Трактор,1,0,0,0,0,3,1,17,25,2,6,24,27,68.10,69.96,19:16,17:39,Авангард,0
881482,Динамо М,2,0,0,1,0,2,5,32,32,12,6,30,28,65.43,64.76,14:16,17:50,Локомотив,4
881481,Торпедо,4,1,0,0,0,4,2,24,25,4,8,36,25,75.01,68.66,22:45,12:21,ХК Сочи,1
881480,Северсталь,4,1,0,0,0,6,4,16,30,8,12,28,16,67.44,62.64,23:16,14:37,Салават Юлаев,5
881479,Амур,3,0,0,0,0,0,1,33,25,2,0,25,26,69.39,70.71,13:33,16:51,Витязь,2
881486,ЦСКА,4,0,1,0,0,1,3,26,32,6,2,28,29,70.68,71.15,15:9,17:42,Автомобилист,1
881485,СКА,3,0,0,0,0,3,2,29,24,9,11,21,16,67.38,68.62,18:57,13:35,Куньлунь РС,2
881484,Барыс,0,0,3,0,0,5,5,23,24,10,10,19,28,70.16,68.53,16:41,19:12,Металлург Мг,5
881483,Адмирал,1,0,0,0,0,2,1,31,23,2,4,29,22,71.32,72.65,19:4,17:49,Спартак,1
881489,Динамо Мн,5,0,0,0,1,5,2,17,32,11,17,26,19,67.76,63.37,19:2,14:54,Локомотив,2
881488,Ак Барс,2,1,1,0,0,2,5,20,27,10,4,32,22,67.36,66.85,18:58,16:26,Салават Юлаев,3
881487,Сибирь,3,2,0,0,0,6,3,41,22,6,12,33,28,68.87,69.90,19:35,18:1,Витязь,3
881494,ХК Сочи,2,1,0,0,0,5,2,32,35,4,10,24,32,71.45,66.23,18:12,14:48,Автомобилист,5
881493,Торпедо,3,2,0,0,0,3,5,29,35,14,12,46,25,74.62,70.55,20:56,14:0,Куньлунь РС,2
881492,Нефтехимик,4,0,0,0,0,2,2,36,34,6,6,34,34,67.27,68.71,17:55,15:47,Барыс,2
881491,Авангард,4,1,2,0,0,4,6,44,23,12,8,37,18,66.07,65.39,17:10,18:16,Северсталь,3
881498,,,,,,,,,,,,,,,,,,,,
881497,ЦСКА,5,0,0,0,0,2,3,35,28,11,9,29,23,67.84,68.27,16:16,17:12,Трактор,2
